iddesa,Kode Provinsi,Kode Kabupaten,Kode Kecamatan,Kode Desa,Provinsi,Kabupaten,Kecamatan,Desa,Pelayanan_Dasar,Infrastruktur,Aksesbilitas,IKG2020
1311040007,13,11,40,7,Sumatera Barat,Dharmasraya,Pulau Punjung,Gunung Selasih,26.04,40.78,17.01,26.58
1311040008,13,11,40,8,Sumatera Barat,Dharmasraya,Pulau Punjung,Sikabau,21.15,28.83,4.23,17.69
1311041001,13,11,41,1,Sumatera Barat,Dharmasraya,Ix Koto,Banai,35.13,48.09,4.23,28.58
1311041002,13,11,41,2,Sumatera Barat,Dharmasraya,Ix Koto,Lubuk Karak,71.85,50.11,34.01,55.40
1311041003,13,11,41,3,Sumatera Barat,Dharmasraya,Ix Koto,Silago,29.12,39.37,8.50,25.11
1311041004,13,11,41,4,Sumatera Barat,Dharmasraya,Ix Koto,Koto Nan Iv Dibawuah,35.17,52.57,4.23,29.61
1312010001,13,12,10,1,Sumatera Barat,Pasaman Barat,Sungai Beremas,Aia Bangih,27.25,33.04,2.50,20.98
1312020001,13,12,20,1,Sumatera Barat,Pasaman Barat,Ranah Batahan,Desa Baru,23.77,48.52,0.00,22.04
1312020002,13,12,20,2,Sumatera Barat,Pasaman Barat,Ranah Batahan,Batahan,17.29,23.60,0.00,13.41
1312020003,13,12,20,3,Sumatera Barat,Pasaman Barat,Ranah Batahan,NAGARI PERSIAPAN DESA BARU BARAT,28.20,48.52,0.00,24.12
1312020004,13,12,20,4,Sumatera Barat,Pasaman Barat,Ranah Batahan,NAGARI PERSIAPAN BATAHAN UTARA,60.60,64.42,35.57,53.79
1312020005,13,12,20,5,Sumatera Barat,Pasaman Barat,Ranah Batahan,NAGARI PERSIAPAN BATAHAN TENGAH,37.01,53.00,0.00,29.27
1312020006,13,12,20,6,Sumatera Barat,Pasaman Barat,Ranah Batahan,NAGARI PERSIAPAN BATAHAN BARAT,48.00,33.35,0.00,30.03
1312020007,13,12,20,7,Sumatera Barat,Pasaman Barat,Ranah Batahan,NAGARI PERSIAPAN BATAHAN SELATAN,48.41,48.75,0.00,33.67
1312030001,13,12,30,1,Sumatera Barat,Pasaman Barat,Koto Balingka,Parik,22.52,41.20,1.56,20.29
1312030002,13,12,30,2,Sumatera Barat,Pasaman Barat,Koto Balingka,NAGARI PERSIAPAN KOTO TANGAH,24.19,45.86,4.23,22.94
1312030003,13,12,30,3,Sumatera Barat,Pasaman Barat,Koto Balingka,NAGARI PERSIAPAN KOTO TUO,24.19,50.11,0.00,22.60
1312030004,13,12,30,4,Sumatera Barat,Pasaman Barat,Koto Balingka,NAGARI PERSIAPAN KOTO NAN DUO,26.99,48.52,0.00,23.56
1312030005,13,12,30,5,Sumatera Barat,Pasaman Barat,Koto Balingka,NAGARI PERSIAPAN PAMATANG PANJANG,29.80,53.87,25.51,33.88
1312030006,13,12,30,6,Sumatera Barat,Pasaman Barat,Koto Balingka,NAGARI PERSIAPAN RANAH KOTO TINGGI,21.62,56.33,27.06,31.06
1312040001,13,12,40,1,Sumatera Barat,Pasaman Barat,Sungai Aur,Sungai Aua,22.25,44.04,0.00,20.32
1312040002,13,12,40,2,Sumatera Barat,Pasaman Barat,Sungai Aur,NAGARI PERSIAPAN SELINGKA MUARO,25.77,56.33,0.00,24.73
1312040003,13,12,40,3,Sumatera Barat,Pasaman Barat,Sungai Aur,NAGARI PERSIAPAN RANAH MALINTANG,23.03,53.87,35.93,33.89
1312040004,13,12,40,4,Sumatera Barat,Pasaman Barat,Sungai Aur,NAGARI PERSIAPAN RANAH AIR HAJI,29.60,54.73,4.42,27.53
1312040005,13,12,40,5,Sumatera Barat,Pasaman Barat,Sungai Aur,NAGARI PERSIAPAN KASIK PUTIH SUNGAI TANANG,26.42,49.83,0.00,23.58
1312040006,13,12,40,6,Sumatera Barat,Pasaman Barat,Sungai Aur,NAGARI PERSIAPAN AUA SARUMPUN,25.69,43.21,0.00,21.76
1312040007,13,12,40,7,Sumatera Barat,Pasaman Barat,Sungai Aur,NAGARI PERSIAPAN SIKILANG SUNGAI AUR SELATAN,41.60,56.33,37.26,43.57
1312050001,13,12,50,1,Sumatera Barat,Pasaman Barat,Lembah Malintang,Ujuang Gadiang,36.90,30.08,0.00,24.08
1312050002,13,12,50,2,Sumatera Barat,Pasaman Barat,Lembah Malintang,NAGARI PERSIAPAN BRASTAGI UJUNG GADING,38.96,55.45,34.01,41.14
1312050003,13,12,50,3,Sumatera Barat,Pasaman Barat,Lembah Malintang,NAGARI PERSIAPAN TAMPUS DAMAI UJUNG GADING,25.38,35.01,35.93,30.77
1312050004,13,12,50,4,Sumatera Barat,Pasaman Barat,Lembah Malintang,NAGARI PERSIAPAN TALUAK AMBUN UJUNG GADING,20.16,46.85,1.92,20.56
1312050005,13,12,50,5,Sumatera Barat,Pasaman Barat,Lembah Malintang,NAGARI PERSIAPAN KOTO GUNUNG UJUNG GADING,40.94,56.34,0.00,31.86
1312050006,13,12,50,6,Sumatera Barat,Pasaman Barat,Lembah Malintang,NAGARI PERSIAPAN KOTO SAWAH UJUNG GADING,23.80,60.79,4.23,26.10
1312050007,13,12,50,7,Sumatera Barat,Pasaman Barat,Lembah Malintang,NAGARI PERSIAPAN SALIDO SAROHA UJUNG GADING,19.59,53.00,0.00,21.08
1312050008,13,12,50,8,Sumatera Barat,Pasaman Barat,Lembah Malintang,NAGARI PERSIAPAN KUAMANG ALAI UJUNG GADING,18.69,24.90,0.00,14.36
1312050009,13,12,50,9,Sumatera Barat,Pasaman Barat,Lembah Malintang,NAGARI PERSIAPAN SITUAK UJUNG GADING,24.45,74.49,34.01,38.59
1312060001,13,12,60,1,Sumatera Barat,Pasaman Barat,Gunung Tuleh,Muaro Kiawai,21.10,37.89,0.00,18.41
1312060002,13,12,60,2,Sumatera Barat,Pasaman Barat,Gunung Tuleh,Rabi Jongor,21.66,43.84,4.23,21.30
1312060003,13,12,60,3,Sumatera Barat,Pasaman Barat,Gunung Tuleh,NAGARI PERSIAPAN MUARO KIAWAI BARAT,21.33,45.72,0.00,20.27
1312060004,13,12,60,4,Sumatera Barat,Pasaman Barat,Gunung Tuleh,NAGARI PERSIAPAN MUARO KIAWAI HILIR,18.54,39.65,0.00,17.60
1312060005,13,12,60,5,Sumatera Barat,Pasaman Barat,Gunung Tuleh,NAGARI PERSIAPAN SEBERANG KENAIKAN,31.30,48.32,4.23,26.83
1312060006,13,12,60,6,Sumatera Barat,Pasaman Barat,Gunung Tuleh,NAGARI PERSIAPAN BAHORAS,28.73,63.99,4.23,29.14
1312060007,13,12,60,7,Sumatera Barat,Pasaman Barat,Gunung Tuleh,NAGARI PERSIAPAN SUNGAI MAGELANG,33.96,50.77,4.23,28.63
1312070001,13,12,70,1,Sumatera Barat,Pasaman Barat,Talamau,Kajai,27.29,46.31,5.79,24.98
1312070002,13,12,70,2,Sumatera Barat,Pasaman Barat,Talamau,Talu,17.48,38.90,4.23,18.23
1312070003,13,12,70,3,Sumatera Barat,Pasaman Barat,Talamau,Sinuruik,38.15,35.50,4.23,27.18
1312070004,13,12,70,4,Sumatera Barat,Pasaman Barat,Talamau,NAGARI PERSIAPAN SIMPANG TIMBO ABU KAJAI,24.67,62.92,34.01,36.10
1312070005,13,12,70,5,Sumatera Barat,Pasaman Barat,Talamau,NAGARI PERSIAPAN KAJAI SELATAN,21.90,41.94,18.50,25.35
1312070006,13,12,70,6,Sumatera Barat,Pasaman Barat,Talamau,NAGARI PERSIAPAN SUNGAI JANIAH TALU,37.90,57.56,4.23,32.01
1312070007,13,12,70,7,Sumatera Barat,Pasaman Barat,Talamau,NAGARI PERSIAPAN TABEK SIRAH TALU,35.60,55.45,4.23,30.45
1312070008,13,12,70,8,Sumatera Barat,Pasaman Barat,Talamau,NAGARI PERSIAPAN TINGGAM HARAPAN,27.61,50.34,4.23,25.55
1312080001,13,12,80,1,Sumatera Barat,Pasaman Barat,Pasaman,Lingkuang Aua,13.51,14.34,1.49,10.02
1312080002,13,12,80,2,Sumatera Barat,Pasaman Barat,Pasaman,Aua Kuniang,21.90,38.32,0.00,18.88
1312080003,13,12,80,3,Sumatera Barat,Pasaman Barat,Pasaman,Aia Gadang,20.21,41.20,0.00,18.73
1312080004,13,12,80,4,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN LINGKUANG AUA TIMUR,28.18,45.84,1.49,23.97
1312080005,13,12,80,5,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN LINGKUANG AUA BARU,8.40,39.91,3.77,14.05
1312080006,13,12,80,6,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN LINGKUANG AUA BANDARAJO,26.29,44.37,1.49,22.75
1312080007,13,12,80,7,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN LINGKUANG AUA JAMBAK,18.45,55.45,0.00,21.10
1312080008,13,12,80,8,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN LINGKUANG AUA KOTO DALAM,21.98,65.55,3.77,26.17
1312080009,13,12,80,9,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN LINGKUANG AUA BARAT,30.04,56.12,1.49,27.15
1312080010,13,12,80,10,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN LINGKUANG AUA HILIA,25.09,66.38,27.00,34.93
1312080011,13,12,80,11,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN PINAGA AUA KUNIANG,21.90,54.82,4.23,23.87
1312080012,13,12,80,12,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN SUKOMANANTI AUA KUNIANG,27.07,43.86,4.23,23.85
1312080013,13,12,80,13,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN LUBUAK LANDUA AUA KUNIANG,19.69,54.82,34.01,31.95
1312080014,13,12,80,14,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN LEMBAH BINUANG AUA KUNIANG,19.54,54.82,35.50,32.33
1312080015,13,12,80,15,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN AIA GADANG TIMUR,36.32,46.13,0.00,27.41
1312080016,13,12,80,16,Sumatera Barat,Pasaman Barat,Pasaman,NAGARI PERSIAPAN AIA GADANG BARAT,31.51,47.89,0.00,25.54
1312090001,13,12,90,1,Sumatera Barat,Pasaman Barat,Luhak Nan Duo,Koto Baru,14.61,40.50,4.23,17.24
1312090002,13,12,90,2,Sumatera Barat,Pasaman Barat,Luhak Nan Duo,Kapa,28.44,28.06,27.00,27.91
1312090003,13,12,90,3,Sumatera Barat,Pasaman Barat,Luhak Nan Duo,NAGARI PERSIAPAN GIRI MAJU,26.65,50.77,25.51,31.71
1312090004,13,12,90,4,Sumatera Barat,Pasaman Barat,Luhak Nan Duo,NAGARI PERSIAPAN OPHIR,18.65,34.97,34.01,27.01
1312090005,13,12,90,5,Sumatera Barat,Pasaman Barat,Luhak Nan Duo,NAGARI PERSIAPAN MAHA KARYA,20.43,49.50,27.00,28.96
1312090006,13,12,90,6,Sumatera Barat,Pasaman Barat,Luhak Nan Duo,NAGARI PERSIAPAN SARIAK,20.47,60.81,17.01,28.45
1312090007,13,12,90,7,Sumatera Barat,Pasaman Barat,Luhak Nan Duo,NAGARI PERSIAPAN SUNGAI TALANG,40.09,60.81,28.01,41.04
1312090008,13,12,90,8,Sumatera Barat,Pasaman Barat,Luhak Nan Duo,NAGARI PERSIAPAN JAMBAK SELATAN,7.37,32.57,4.23,12.06
1312090009,13,12,90,9,Sumatera Barat,Pasaman Barat,Luhak Nan Duo,NAGARI PERSIAPAN PUJO RAHAYU,29.94,60.17,25.51,35.36
1312100001,13,12,100,1,Sumatera Barat,Pasaman Barat,Sasak Ranah Pasisie,Sasak,17.74,47.64,5.79,20.79
1312100002,13,12,100,2,Sumatera Barat,Pasaman Barat,Sasak Ranah Pasisie,NAGARI PERSIAPAN PADANG HARAPAN,41.32,58.15,4.23,33.74
1312100003,13,12,100,3,Sumatera Barat,Pasaman Barat,Sasak Ranah Pasisie,NAGARI PERSIAPAN RANAH PASISIE,40.23,56.12,34.01,41.89
1312100004,13,12,100,4,Sumatera Barat,Pasaman Barat,Sasak Ranah Pasisie,NAGARI PERSIAPAN MALIGI,32.31,65.75,40.56,42.33
1312110001,13,12,110,1,Sumatera Barat,Pasaman Barat,Kinali,Katiagan,35.78,50.97,38.04,39.87
1312110002,13,12,110,2,Sumatera Barat,Pasaman Barat,Kinali,Kinali,13.56,30.83,0.00,13.28
1312110003,13,12,110,3,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN IV KOTO,16.30,34.49,0.00,15.39
1312110004,13,12,110,4,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN IV KOTO BARAT,32.60,58.15,17.01,33.55
1312110005,13,12,110,5,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN BANCAH KARIANG,38.21,62.83,34.01,42.44
1312110006,13,12,110,6,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN MUDIAK LABUAH,43.93,62.83,34.01,45.13
1312110007,13,12,110,7,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN TANDIKEK,34.74,54.82,34.01,39.02
1312110008,13,12,110,8,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN LANGGAM SEPAKAT,29.37,55.45,0.00,26.23
1312110009,13,12,110,9,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN LANGGAM SAIYO,34.84,42.80,0.00,25.96
1312110010,13,12,110,10,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN IV KOTO UTARA,27.12,45.86,34.01,33.43
1312110011,13,12,110,11,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN IV KOTO SELATAN,24.19,60.81,0.00,25.00
1312110012,13,12,110,12,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN SUGUNANTI,49.91,52.79,34.01,45.69
1312110013,13,12,110,13,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN BANDUA BALAI,24.77,53.43,0.00,23.62
1312110014,13,12,110,14,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN BUNUIK,20.24,58.15,36.51,33.72
1312110015,13,12,110,15,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN PADANG CANDUH,24.96,49.45,34.01,33.22
1312110016,13,12,110,16,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN LIMAU PURUT,23.29,57.52,34.01,34.24
1312110017,13,12,110,17,Sumatera Barat,Pasaman Barat,Kinali,NAGARI PERSIAPAN KOTO GADANG JAYA,21.80,60.17,34.01,34.14
1373010001,13,73,10,1,Sumatera Barat,Kota Sawah Lunto,Silungkang,Silungkang Oso,21.77,46.72,18.50,26.36
1373010002,13,73,10,2,Sumatera Barat,Kota Sawah Lunto,Silungkang,Taratak Boncah,25.02,46.07,35.50,32.94
1373010003,13,73,10,3,Sumatera Barat,Kota Sawah Lunto,Silungkang,Muaro Kalaban,22.57,27.64,1.49,17.26
1373010004,13,73,10,4,Sumatera Barat,Kota Sawah Lunto,Silungkang,Silungkang Tigo,23.70,12.47,18.50,19.59
1373010005,13,73,10,5,Sumatera Barat,Kota Sawah Lunto,Silungkang,Silungkang Duo,20.00,57.47,21.24,28.78
1373020001,13,73,20,1,Sumatera Barat,Kota Sawah Lunto,Lembah Segar,Lunto Barat,20.89,57.47,18.50,28.36
1373020002,13,73,20,2,Sumatera Barat,Kota Sawah Lunto,Lembah Segar,Lunto Timur,29.56,55.45,18.50,31.98
1373020003,13,73,20,3,Sumatera Barat,Kota Sawah Lunto,Lembah Segar,Pasa Kubang,33.63,53.43,22.73,34.73
1373020004,13,73,20,4,Sumatera Barat,Kota Sawah Lunto,Lembah Segar,Kubang Tangah,17.51,53.43,22.26,27.01
1373020005,13,73,20,5,Sumatera Barat,Kota Sawah Lunto,Lembah Segar,Kubang Utara Sikabu,23.82,53.43,27.17,31.48
1373030001,13,73,30,1,Sumatera Barat,Kota Sawah Lunto,Barangin,Lumindai,25.68,45.64,22.73,29.25
1373030002,13,73,30,2,Sumatera Barat,Kota Sawah Lunto,Barangin,Balai Batu Sandaran,44.30,43.41,22.73,37.50
1373030007,13,73,30,7,Sumatera Barat,Kota Sawah Lunto,Barangin,Talago Gunung,20.22,55.45,22.73,28.89
1373030008,13,73,30,8,Sumatera Barat,Kota Sawah Lunto,Barangin,Santua,14.87,36.36,5.73,16.89
1373030009,13,73,30,9,Sumatera Barat,Kota Sawah Lunto,Barangin,Kolok Mudiak,17.78,46.72,22.73,25.78
1373030010,13,73,30,10,Sumatera Barat,Kota Sawah Lunto,Barangin,Kolok Nan Tuo,20.44,29.14,21.24,22.64
1373040001,13,73,40,1,Sumatera Barat,Kota Sawah Lunto,Talawi,Sikalang,22.70,43.43,4.23,21.69
1373040002,13,73,40,2,Sumatera Barat,Kota Sawah Lunto,Talawi,Rantih,41.43,43.60,21.24,35.74
1373040003,13,73,40,3,Sumatera Barat,Kota Sawah Lunto,Talawi,Salak,24.13,41.41,4.23,21.91
1373040004,13,73,40,4,Sumatera Barat,Kota Sawah Lunto,Talawi,Sijantang Koto,36.99,36.63,4.23,26.88
1373040005,13,73,40,5,Sumatera Barat,Kota Sawah Lunto,Talawi,Talawi Hilie,19.54,28.42,4.23,16.85
1373040006,13,73,40,6,Sumatera Barat,Kota Sawah Lunto,Talawi,Talawi Mudiak,29.15,18.60,4.23,19.16
1373040007,13,73,40,7,Sumatera Barat,Kota Sawah Lunto,Talawi,Bukit Gadang,38.62,55.45,21.24,37.08
1373040008,13,73,40,8,Sumatera Barat,Kota Sawah Lunto,Talawi,Batu Tanjung,19.90,50.77,17.01,25.93
1373040009,13,73,40,9,Sumatera Barat,Kota Sawah Lunto,Talawi,Kumbayau,18.53,55.45,21.24,27.63
1373040010,13,73,40,10,Sumatera Barat,Kota Sawah Lunto,Talawi,Data Mansiang,42.45,75.54,34.01,47.28
1373040011,13,73,40,11,Sumatera Barat,Kota Sawah Lunto,Talawi,Tumpuk Tangah,26.15,55.45,21.24,31.21
1377010001,13,77,10,1,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Pasir Sunur,33.20,46.72,17.01,31.28
1377010002,13,77,10,2,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Marunggi,15.95,46.72,17.01,23.17
1377010003,13,77,10,3,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Kampung Apar,29.23,53.43,21.24,32.21
1377010004,13,77,10,4,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Sikabu,36.04,50.77,21.24,34.81
1377010005,13,77,10,5,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Palak Aneh,30.70,50.77,21.24,32.30
1377010006,13,77,10,6,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Padang Cakur,34.44,45.46,23.51,33.56
1377010007,13,77,10,7,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Taluk,33.09,31.84,21.24,29.19
1377010008,13,77,10,8,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Marabau,23.82,53.43,19.28,29.07
1377010009,13,77,10,9,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Sungai Kasai,21.19,53.43,21.24,28.43
1377010010,13,77,10,10,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Batang Tajongkek,29.23,50.77,17.01,30.32
1377010011,13,77,10,11,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Balai Kurai Taji,21.79,15.13,0.00,13.63
1377010012,13,77,10,12,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Pauh Kurai Taji,19.42,24.23,0.00,14.55
1377010013,13,77,10,13,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Simpang,33.20,46.72,8.00,28.52
1377010014,13,77,10,14,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Toboh Palabah,19.41,41.41,4.23,19.70
1377010018,13,77,10,18,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Rambai,8.84,43.06,1.49,14.26
1377010019,13,77,10,19,Sumatera Barat,Kota Pariaman,Pariaman Selatan,Punggung Lading,23.25,40.78,4.23,21.36
1377020005,13,77,20,5,Sumatera Barat,Kota Pariaman,Pariaman Tengah,Cimparuh,24.27,28.94,6.51,19.88
1377020008,13,77,20,8,Sumatera Barat,Kota Pariaman,Pariaman Tengah,Kampung Baru,3.24,25.25,4.23,8.48
1377020018,13,77,20,18,Sumatera Barat,Kota Pariaman,Pariaman Tengah,Pauh Barat,13.95,46.99,4.23,18.38
1377020019,13,77,20,19,Sumatera Barat,Kota Pariaman,Pariaman Tengah,Pauh Timur,35.23,38.75,21.24,31.74
1377020020,13,77,20,20,Sumatera Barat,Kota Pariaman,Pariaman Tengah,Rawang,27.14,46.99,21.24,29.79
1377020022,13,77,20,22,Sumatera Barat,Kota Pariaman,Pariaman Tengah,Jati Mudik,35.81,42.80,20.77,32.78
1377021001,13,77,21,1,Sumatera Barat,Kota Pariaman,Pariaman Timur,Kampung Gadang,4.80,29.45,0.00,8.86
1377021002,13,77,21,2,Sumatera Barat,Kota Pariaman,Pariaman Timur,Talago Sarik,28.34,53.43,21.24,31.79
1377021003,13,77,21,3,Sumatera Barat,Kota Pariaman,Pariaman Timur,Bato,25.16,50.77,0.00,23.20
1377021004,13,77,21,4,Sumatera Barat,Kota Pariaman,Pariaman Timur,Batang Kabung,30.70,45.46,18.50,30.27
1377021005,13,77,21,5,Sumatera Barat,Kota Pariaman,Pariaman Timur,Sungai Sirah,34.35,53.43,21.24,34.61
1377021006,13,77,21,6,Sumatera Barat,Kota Pariaman,Pariaman Timur,Bungo Tanjung,23.29,50.77,1.49,22.78
1377021007,13,77,21,7,Sumatera Barat,Kota Pariaman,Pariaman Timur,Kampung Kandang,20.12,53.43,21.24,27.93
1377021008,13,77,21,8,Sumatera Barat,Kota Pariaman,Pariaman Timur,Kaluat,31.37,53.43,21.24,33.22
1377021009,13,77,21,9,Sumatera Barat,Kota Pariaman,Pariaman Timur,Kajai,36.50,46.72,25.01,35.27
1377021010,13,77,21,10,Sumatera Barat,Kota Pariaman,Pariaman Timur,Kampung Tangah,25.59,55.45,20.77,30.81
1377021011,13,77,21,11,Sumatera Barat,Kota Pariaman,Pariaman Timur,Sungai Pasak,33.56,50.77,21.24,33.65
1377021012,13,77,21,12,Sumatera Barat,Kota Pariaman,Pariaman Timur,Air Santok,12.51,39.36,21.24,21.20
1377021013,13,77,21,13,Sumatera Barat,Kota Pariaman,Pariaman Timur,Cubadak Mentawai,19.42,34.45,21.24,23.35
1377021014,13,77,21,14,Sumatera Barat,Kota Pariaman,Pariaman Timur,Koto Marapak,32.30,50.77,21.24,33.05
1377021015,13,77,21,15,Sumatera Barat,Kota Pariaman,Pariaman Timur,Pakasai,29.64,49.38,21.24,31.49
1377021016,13,77,21,16,Sumatera Barat,Kota Pariaman,Pariaman Timur,Kampung Baru Padusunan,25.59,43.41,17.01,26.96
1377030001,13,77,30,1,Sumatera Barat,Kota Pariaman,Pariaman Utara,Ampalu,37.99,51.40,4.23,30.67
1377030006,13,77,30,6,Sumatera Barat,Kota Pariaman,Pariaman Utara,Tanjung Sabar,42.35,50.77,4.23,32.58
1377030007,13,77,30,7,Sumatera Barat,Kota Pariaman,Pariaman Utara,Apar,30.70,41.41,4.23,25.00
1377030008,13,77,30,8,Sumatera Barat,Kota Pariaman,Pariaman Utara,Manggung,29.63,49.50,4.23,26.31
1377030009,13,77,30,9,Sumatera Barat,Kota Pariaman,Pariaman Utara,Cubadak Air,31.50,49.38,4.23,27.17
1377030010,13,77,30,10,Sumatera Barat,Kota Pariaman,Pariaman Utara,Cubadak Air Selatan,35.32,50.77,17.01,33.18
1377030011,13,77,30,11,Sumatera Barat,Kota Pariaman,Pariaman Utara,Sikapak Timur,29.23,53.43,21.24,32.21
1377030012,13,77,30,12,Sumatera Barat,Kota Pariaman,Pariaman Utara,Sikapak Barat,18.53,52.79,4.23,21.83
1377030013,13,77,30,13,Sumatera Barat,Kota Pariaman,Pariaman Utara,Tungkal Selatan,26.61,52.79,17.01,29.54
1377030014,13,77,30,14,Sumatera Barat,Kota Pariaman,Pariaman Utara,Tungkal Utara,33.12,53.43,21.24,34.04
1377030015,13,77,30,15,Sumatera Barat,Kota Pariaman,Pariaman Utara,Cubadak Air Utara,20.44,48.75,21.24,27.03
1377030016,13,77,30,16,Sumatera Barat,Kota Pariaman,Pariaman Utara,Naras Hilir,29.67,42.80,0.00,23.53
1377030017,13,77,30,17,Sumatera Barat,Kota Pariaman,Pariaman Utara,Naras I,23.67,53.43,4.23,24.39
1377030018,13,77,30,18,Sumatera Barat,Kota Pariaman,Pariaman Utara,Balai Naras,30.83,31.16,0.00,21.47
1377030019,13,77,30,19,Sumatera Barat,Kota Pariaman,Pariaman Utara,Padang Birik-birik,21.11,44.16,0.00,19.81
1377030020,13,77,30,20,Sumatera Barat,Kota Pariaman,Pariaman Utara,Sintuk,35.32,50.77,21.24,34.47
1377030021,13,77,30,21,Sumatera Barat,Kota Pariaman,Pariaman Utara,Sungai Rambai,30.52,50.77,21.24,32.22
